,name,date,platform,score,url,userscore
2522,Sparkle Unleashed,"December 25, 2017",Switch,68,/game/switch/sparkle-unleashed,6.1
2523,Raiders of the Broken Planet,"September 22, 2017",Xbox One,67,/game/xbox-one/raiders-of-the-broken-planet,5.8
2524,Human: Fall Flat,"May 9, 2017",PlayStation 4,67,/game/playstation-4/human-fall-flat,6.8
2525,JYDGE,"October 19, 2017",Switch,67,/game/switch/jydge,6.9
2526,Danganronpa Another Episode: Ultra Despair Girls,"June 27, 2017",PlayStation 4,67,/game/playstation-4/danganronpa-another-episode-ultra-despair-girls,7.0
2527,Vikings: Wolves of Midgard,"March 28, 2017",PlayStation 4,67,/game/playstation-4/vikings-wolves-of-midgard,6.6
2528,How to Survive 2,"February 6, 2017",PlayStation 4,67,/game/playstation-4/how-to-survive-2,6.4
2529,WWE 2K18,"October 13, 2017",Xbox One,67,/game/xbox-one/wwe-2k18,4.5
2530,Nine Parchments,"December 12, 2017",PlayStation 4,67,/game/playstation-4/nine-parchments,6.7
2531,Batman: The Enemy Within - Episode 2: The Pact,"September 26, 2017",PlayStation 4,67,/game/playstation-4/batman-the-enemy-within---episode-2-the-pact,5.1
2532,DreamWorks Voltron VR Chronicles,"September 26, 2017",PlayStation 4,67,/game/playstation-4/dreamworks-voltron-vr-chronicles,4.5
2533,The Town of Light,"June 6, 2017",PlayStation 4,67,/game/playstation-4/the-town-of-light,6.4
2534,White Day: A Labyrinth Named School,"August 22, 2017",PlayStation 4,67,/game/playstation-4/white-day-a-labyrinth-named-school,7.3
2535,The LEGO NINJAGO Movie Video Game,"September 22, 2017",PlayStation 4,67,/game/playstation-4/the-lego-ninjago-movie-video-game,6.3
2536,Neon Chrome,"October 12, 2017",Switch,67,/game/switch/neon-chrome,7.1
2537,Max: The Curse of Brotherhood,"November 8, 2017",PlayStation 4,67,/game/playstation-4/max-the-curse-of-brotherhood,5.4
2538,Shiness: The Lightning Kingdom,"April 18, 2017",PlayStation 4,67,/game/playstation-4/shiness-the-lightning-kingdom,6.8
2539,Resident Evil 7: biohazard - Banned Footage Vol. 2,"February 14, 2017",PlayStation 4,67,/game/playstation-4/resident-evil-7-biohazard---banned-footage-vol-2,7.0
2540,Elex,"October 17, 2017",PC,67,/game/pc/elex,7.0
2541,Fate/Extella: The Umbral Star,"January 17, 2017",PlayStation 4,67,/game/playstation-4/fateextella-the-umbral-star,7.0
2542,Disneyland Adventures,"October 31, 2017",Xbox One,67,/game/xbox-one/disneyland-adventures,5.5
2543,Dreamfall Chapters,"May 5, 2017",PlayStation 4,67,/game/playstation-4/dreamfall-chapters,6.8
2544,Shiness: The Lightning Kingdom,"April 18, 2017",Xbox One,67,/game/xbox-one/shiness-the-lightning-kingdom,7.7
2545,MXGP3: The Official Motocross Videogame,"June 20, 2017",PlayStation 4,67,/game/playstation-4/mxgp3-the-official-motocross-videogame,tbd
2546,Urban Trial Freestyle 2,"March 30, 2017",3DS,67,/game/3ds/urban-trial-freestyle-2,6.3
2547,Miitopia,"July 28, 2017",3DS,67,/game/3ds/miitopia,7.8
2548,Outcast: Second Contact,"November 7, 2017",Xbox One,67,/game/xbox-one/outcast-second-contact,7.0
2549,Picross S,"September 28, 2017",Switch,67,/game/switch/picross-s,7.3
2550,Spintires: Mudrunner,"October 31, 2017",PlayStation 4,67,/game/playstation-4/spintires-mudrunner,7.3
2551,Scanner Sombre,"April 26, 2017",PC,67,/game/pc/scanner-sombre,6.5
2552,Tyranny: Bastard's Wound,"September 7, 2017",PC,67,/game/pc/tyranny-bastards-wound,6.8
2553,NBA Playgrounds,"May 9, 2017",PC,67,/game/pc/nba-playgrounds,7.2
2554,Star Wars Battlefront II,"November 17, 2017",Xbox One,66,/game/xbox-one/star-wars-battlefront-ii,1.4
2555,WWE 2K18,"October 13, 2017",PlayStation 4,66,/game/playstation-4/wwe-2k18,5.5
2556,The Sims 4,"November 17, 2017",Xbox One,66,/game/xbox-one/the-sims-4,3.2
2557,Nights of Azure 2: Bride of the New Moon,"October 24, 2017",PlayStation 4,66,/game/playstation-4/nights-of-azure-2-bride-of-the-new-moon,6.9
2558,Nine Parchments,"December 5, 2017",Switch,66,/game/switch/nine-parchments,7.1
2559,LEGO Worlds,"March 7, 2017",PlayStation 4,66,/game/playstation-4/lego-worlds,6.4
2560,Black The Fall,"July 11, 2017",PlayStation 4,66,/game/playstation-4/black-the-fall,6.9
2561,Oceanhorn: Monster of Uncharted Seas,"June 22, 2017",Switch,66,/game/switch/oceanhorn-monster-of-uncharted-seas,7.3
2562,NASCAR Heat 2,"September 12, 2017",PlayStation 4,66,/game/playstation-4/nascar-heat-2,5.7
2563,The Incredible Adventures of Van Helsing: Extended Edition,"February 28, 2017",PlayStation 4,66,/game/playstation-4/the-incredible-adventures-of-van-helsing-extended-edition,6.1
2564,Blue Reflection,"September 26, 2017",PlayStation 4,66,/game/playstation-4/blue-reflection,7.2
2565,Knee Deep,"February 3, 2017",Xbox One,66,/game/xbox-one/knee-deep,tbd
2566,Ultra Street Fighter II: The Final Challengers,"May 26, 2017",Switch,66,/game/switch/ultra-street-fighter-ii-the-final-challengers,6.7
2567,Hidden Agenda,"October 24, 2017",PlayStation 4,66,/game/playstation-4/hidden-agenda,6.6
2568,Infinite Minigolf,"August 3, 2017",Switch,66,/game/switch/infinite-minigolf,5.9
2569,Berserk and the Band of the Hawk,"February 21, 2017",PlayStation 4,66,/game/playstation-4/berserk-and-the-band-of-the-hawk,6.5
2570,FlatOut 4: Total Insanity,"March 17, 2017",Xbox One,66,/game/xbox-one/flatout-4-total-insanity,5.9
2571,Chaos Code: New Sign of Catastrophe,"March 15, 2017",PlayStation 4,66,/game/playstation-4/chaos-code-new-sign-of-catastrophe,tbd
2572,Diluvion,"February 2, 2017",PC,66,/game/pc/diluvion,6.3
2573,Rain World,"March 28, 2017",PC,66,/game/pc/rain-world,8.4
2574,Rise & Shine,"January 13, 2017",Xbox One,66,/game/xbox-one/rise-shine,6.2
2575,The Sims 4,"November 17, 2017",PlayStation 4,66,/game/playstation-4/the-sims-4,3.7
2576,NBA Playgrounds,"May 9, 2017",Xbox One,66,/game/xbox-one/nba-playgrounds,5.9
2577,Vikings: Wolves of Midgard,"March 24, 2017",PC,66,/game/pc/vikings-wolves-of-midgard,7.0
2578,Tiny Metal,"December 21, 2017",Switch,66,/game/switch/tiny-metal,5.7
2579,Mr. Shifty,"April 13, 2017",Switch,66,/game/switch/mr-shifty,6.9
2580,This is the Police,"October 24, 2017",Switch,66,/game/switch/this-is-the-police,7.3
2581,Ride 2,"February 14, 2017",Xbox One,66,/game/xbox-one/ride-2,7.4
2582,Nights of Azure 2: Bride of the New Moon,"October 24, 2017",Switch,66,/game/switch/nights-of-azure-2-bride-of-the-new-moon,6.4
2583,Bounty Train,"May 16, 2017",PC,66,/game/pc/bounty-train,7.5
2584,Hyakki Castle,"November 14, 2017",PC,65,/game/pc/hyakki-castle,tbd
2585,DEXED,"January 31, 2017",PlayStation 4,65,/game/playstation-4/dexed,tbd
2586,Final Fantasy XV: Episode Prompto,"June 27, 2017",PlayStation 4,65,/game/playstation-4/final-fantasy-xv-episode-prompto,8.8
2587,88 Heroes: 98 Heroes Edition,"October 10, 2017",Switch,65,/game/switch/88-heroes-98-heroes-edition,6.4
2588,Immortal Planet,"July 27, 2017",PC,65,/game/pc/immortal-planet,6.7
2589,Vostok Inc.,"December 7, 2017",Switch,65,/game/switch/vostok-inc,7.1
2590,Surf World Series,"August 29, 2017",PlayStation 4,65,/game/playstation-4/surf-world-series,tbd
2591,Dino Frontier,"August 1, 2017",PlayStation 4,65,/game/playstation-4/dino-frontier,6.6
2592,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,"August 22, 2017",PlayStation 4,65,/game/playstation-4/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,6.4
2593,2Dark,"March 10, 2017",Xbox One,65,/game/xbox-one/2dark,6.9
2594,Spelunker Party!,"October 19, 2017",Switch,65,/game/switch/spelunker-party!,6.6
2595,Atomega,"September 19, 2017",PC,65,/game/pc/atomega,6.5
2596,Baja: Edge of Control HD,"September 14, 2017",PlayStation 4,65,/game/playstation-4/baja-edge-of-control-hd,6.3
2597,Nevermind,"January 11, 2017",Xbox One,65,/game/xbox-one/nevermind,6.3
2598,The Crow's Eye,"March 20, 2017",PC,65,/game/pc/the-crows-eye,7.0
2599,The Solus Project,"September 18, 2017",PlayStation 4,65,/game/playstation-4/the-solus-project,7.2
2600,SingStar Celebration,"October 24, 2017",PlayStation 4,65,/game/playstation-4/singstar-celebration,6.0
2601,Fragments of Him,"September 26, 2017",PlayStation 4,65,/game/playstation-4/fragments-of-him,tbd
2602,Aven Colony,"July 25, 2017",PC,65,/game/pc/aven-colony,8.0
2603,Poi: Explorer Edition,"October 23, 2017",Switch,65,/game/switch/poi-explorer-edition,6.4
2604,Birthdays the Beginning,"May 9, 2017",PlayStation 4,65,/game/playstation-4/birthdays-the-beginning,6.5
2605,Morphite,"November 2, 2017",Switch,65,/game/switch/morphite,6.6
2606,Human: Fall Flat,"December 7, 2017",Switch,65,/game/switch/human-fall-flat,7.1
2607,Star Wars Battlefront II,"November 17, 2017",PC,65,/game/pc/star-wars-battlefront-ii,1.5
2608,Danger Zone,"May 29, 2017",PC,64,/game/pc/danger-zone,tbd
2609,Gear.Club Unlimited,"November 21, 2017",Switch,64,/game/switch/gearclub-unlimited,6.2
2610,theHunter: Call of the Wild,"February 16, 2017",PC,64,/game/pc/thehunter-call-of-the-wild,7.3
2611,The Silver Case,"April 18, 2017",PlayStation 4,64,/game/playstation-4/the-silver-case,8.1
2612,League of Evil,"August 31, 2017",Switch,64,/game/switch/league-of-evil,6.1
2613,The Franz Kafka Videogame,"April 6, 2017",PC,64,/game/pc/the-franz-kafka-videogame,7.0
2614,Symphony of the Machine,"April 25, 2017",PlayStation 4,64,/game/playstation-4/symphony-of-the-machine,4.8
2615,FATED: The Silent Oath,"March 28, 2017",PlayStation 4,64,/game/playstation-4/fated-the-silent-oath,5.3
2616,Spheroids,"February 10, 2017",Xbox One,64,/game/xbox-one/spheroids,tbd
2617,Yonder: The Cloud Catcher Chronicles,"July 18, 2017",PlayStation 4,64,/game/playstation-4/yonder-the-cloud-catcher-chronicles,7.7
2618,Rise & Shine,"January 13, 2017",PC,64,/game/pc/rise-shine,5.9
2619,Fallen Legion: Sins of an Empire,"July 18, 2017",PlayStation 4,64,/game/playstation-4/fallen-legion-sins-of-an-empire,8.2
2620,Serial Cleaner,"July 17, 2017",PC,64,/game/pc/serial-cleaner,7.1
2621,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,"May 30, 2017",Xbox One,64,/game/xbox-one/the-walking-dead-the-telltale-series---a-new-frontier-episode-5-from-the-gallows,6.1
2622,Tank Troopers,"February 16, 2017",3DS,64,/game/3ds/tank-troopers,5.8
2623,Dead by Daylight,"June 20, 2017",PlayStation 4,64,/game/playstation-4/dead-by-daylight,5.2
2624,Danger Zone,"October 10, 2017",Xbox One,64,/game/xbox-one/danger-zone,5.0
2625,Deadcore,"July 14, 2017",PlayStation 4,64,/game/playstation-4/deadcore,tbd
2626,Planet of the Eyes,"September 12, 2017",Xbox One,64,/game/xbox-one/planet-of-the-eyes,tbd
2627,Accel World vs. Sword Art Online: Millennium Twilight,"July 7, 2017",PlayStation 4,64,/game/playstation-4/accel-world-vs-sword-art-online-millennium-twilight,6.6
2628,Danger Zone,"May 30, 2017",PlayStation 4,64,/game/playstation-4/danger-zone,6.3
2629,Redeemer,"August 1, 2017",PC,64,/game/pc/redeemer,7.3
2630,STRAFE,"May 9, 2017",PC,64,/game/pc/strafe,5.2
2631,RiME,"November 14, 2017",Switch,64,/game/switch/rime,5.9
2632,Seasons After Fall,"May 16, 2017",PlayStation 4,64,/game/playstation-4/seasons-after-fall,6.7
2633,Vikings: Wolves of Midgard,"March 28, 2017",Xbox One,64,/game/xbox-one/vikings-wolves-of-midgard,7.4
2634,Super Lucky's Tale,"November 7, 2017",Xbox One,64,/game/xbox-one/super-luckys-tale,7.0
2635,RPG Maker Fes,"June 27, 2017",3DS,64,/game/3ds/rpg-maker-fes,5.8
2636,This Is the Police,"March 22, 2017",PlayStation 4,63,/game/playstation-4/this-is-the-police,6.6
2637,Lost Grimoires: Stolen Kingdom,"April 28, 2017",Xbox One,63,/game/xbox-one/lost-grimoires-stolen-kingdom,tbd
2638,NBA Playgrounds,"May 9, 2017",Switch,63,/game/switch/nba-playgrounds,6.6
2639,Serial Cleaner,"July 14, 2017",Xbox One,63,/game/xbox-one/serial-cleaner,7.5
2640,Unbox: Newbie's Adventure,"July 25, 2017",PlayStation 4,63,/game/playstation-4/unbox-newbies-adventure,tbd
2641,Stifled,"October 31, 2017",PlayStation 4,63,/game/playstation-4/stifled,6.2
2642,Arizona Sunshine,"July 5, 2017",PlayStation 4,63,/game/playstation-4/arizona-sunshine,6.5
2643,Operation Babel: New Tokyo Legacy,"May 16, 2017",PlayStation Vita,63,/game/playstation-vita/operation-babel-new-tokyo-legacy,4.3
2644,Impact Winter,"May 22, 2017",PC,63,/game/pc/impact-winter,5.0
2645,Sudden Strike 4,"August 15, 2017",PlayStation 4,63,/game/playstation-4/sudden-strike-4,7.3
2646,River City: Knights of Justice,"June 20, 2017",3DS,62,/game/3ds/river-city-knights-of-justice,7.6
2647,Ghost Blade HD,"February 28, 2017",PlayStation 4,62,/game/playstation-4/ghost-blade-hd,6.4
2648,Need for Speed Payback,"November 10, 2017",PC,62,/game/pc/need-for-speed-payback,3.6
2649,Agents of Mayhem,"August 15, 2017",PlayStation 4,62,/game/playstation-4/agents-of-mayhem,6.7
2650,Super Bomberman R,"March 3, 2017",Switch,62,/game/switch/super-bomberman-r,6.8
2651,Total War: Rome II - Empire Divided,"November 30, 2017",PC,62,/game/pc/total-war-rome-ii---empire-divided,5.5
2652,The Coma: Recut,"December 21, 2017",Switch,62,/game/switch/the-coma-recut,6.0
2653,Romancing SaGa 2,"December 15, 2017",Xbox One,62,/game/xbox-one/romancing-saga-2,6.3
2654,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,"April 25, 2017",PlayStation 4,62,/game/playstation-4/the-walking-dead-the-telltale-series---a-new-frontier-episode-4-thicker-than-water,4.8
2655,Mario Sports Superstars,"March 24, 2017",3DS,62,/game/3ds/mario-sports-superstars,7.4
2656,Monster of the Deep: Final Fantasy XV,"November 21, 2017",PlayStation 4,62,/game/playstation-4/monster-of-the-deep-final-fantasy-xv,8.7
2657,Sonic Forces,"November 7, 2017",Xbox One,62,/game/xbox-one/sonic-forces,7.2
2658,Spellspire,"May 23, 2017",PlayStation 4,62,/game/playstation-4/spellspire,tbd
2659,Toby: The Secret Mine,"January 20, 2017",Xbox One,62,/game/xbox-one/toby-the-secret-mine,5.0
2660,Oh My Godheads,"December 5, 2017",Xbox One,62,/game/xbox-one/oh-my-godheads,tbd
2661,Minecraft: New Nintendo 3DS Edition,"September 13, 2017",3DS,62,/game/3ds/minecraft-new-nintendo-3ds-edition,6.8
2662,FlatOut 4: Total Insanity,"March 17, 2017",PlayStation 4,62,/game/playstation-4/flatout-4-total-insanity,6.3
2663,Urban Empire,"January 20, 2017",PC,62,/game/pc/urban-empire,5.3
2664,Elex,"October 17, 2017",Xbox One,62,/game/xbox-one/elex,6.4
2665,Little Nightmares: The Depths,"July 7, 2017",PlayStation 4,62,/game/playstation-4/little-nightmares-the-depths,5.9
2666,Malicious Fallen,"February 21, 2017",PlayStation 4,62,/game/playstation-4/malicious-fallen,6.1
2667,99Vidas,"July 18, 2017",PlayStation 4,61,/game/playstation-4/99vidas,6.5
2668,Friday the 13th: The Game,"May 26, 2017",PlayStation 4,61,/game/playstation-4/friday-the-13th-the-game,6.3
2669,Friday the 13th: The Game,"May 26, 2017",PC,61,/game/pc/friday-the-13th-the-game,6.2
2670,Hunter's Legacy,"January 20, 2017",Xbox One,61,/game/xbox-one/hunters-legacy,tbd
2671,Deadbeat Heroes,"October 10, 2017",Xbox One,61,/game/xbox-one/deadbeat-heroes,tbd
2672,PaRappa the Rapper Remastered,"April 4, 2017",PlayStation 4,61,/game/playstation-4/parappa-the-rapper-remastered,5.3
2673,Destiny 2: Curse of Osiris,"December 5, 2017",PC,61,/game/pc/destiny-2-curse-of-osiris,1.7
2674,Ninja Shodown,"October 5, 2017",Switch,61,/game/switch/ninja-shodown,tbd
2675,Has-Been Heroes,"March 28, 2017",PlayStation 4,61,/game/playstation-4/has-been-heroes,6.5
2676,Perception,"June 6, 2017",Xbox One,61,/game/xbox-one/perception,6.4
2677,Rogue Trooper Redux,"October 17, 2017",Xbox One,61,/game/xbox-one/rogue-trooper-redux,7.2
2678,Crimsonland,"November 24, 2017",Switch,61,/game/switch/crimsonland,6.2
2679,Need for Speed Payback,"November 7, 2017",Xbox One,61,/game/xbox-one/need-for-speed-payback,3.9
2680,Outcast: Second Contact,"November 14, 2017",PlayStation 4,61,/game/playstation-4/outcast-second-contact,7.2
2681,Need for Speed Payback,"November 7, 2017",PlayStation 4,61,/game/playstation-4/need-for-speed-payback,4.2
2682,Siegecraft Commander,"January 17, 2017",Xbox One,61,/game/xbox-one/siegecraft-commander,tbd
2683,Phoning Home,"February 7, 2017",PC,61,/game/pc/phoning-home,7.1
2684,Rogue Trooper Redux,"October 17, 2017",PC,60,/game/pc/rogue-trooper-redux,5.9
2685,Oh...Sir! The Insult Simulator,"May 30, 2017",PlayStation 4,60,/game/playstation-4/ohsir!-the-insult-simulator,tbd
2686,The Town of Light,"June 6, 2017",Xbox One,60,/game/xbox-one/the-town-of-light,6.6
2687,Black Mirror,"November 28, 2017",PC,60,/game/pc/black-mirror,4.7
2688,Rogue Trooper Redux,"October 17, 2017",Switch,60,/game/switch/rogue-trooper-redux,6.4
2689,Skylar & Plux: Adventure on Clover Island,"May 19, 2017",Xbox One,60,/game/xbox-one/skylar-plux-adventure-on-clover-island,6.0
2690,I and Me,"July 13, 2017",Switch,60,/game/switch/i-and-me,6.7
2691,Ancient Amuletor,"June 27, 2017",PlayStation 4,60,/game/playstation-4/ancient-amuletor,6.6
2692,Brawlout,"December 19, 2017",Switch,60,/game/switch/brawlout,5.5
2693,De-formers,"April 21, 2017",PlayStation 4,60,/game/playstation-4/de-formers,4.2
2694,Auto Age: Standoff,"September 21, 2017",PC,59,/game/pc/auto-age-standoff,tbd
2695,Planet of the Apes: Last Frontier,"November 21, 2017",PlayStation 4,59,/game/playstation-4/planet-of-the-apes-last-frontier,5.3
2696,Sniper: Ghost Warrior 3,"April 25, 2017",PC,59,/game/pc/sniper-ghost-warrior-3,6.2
2697,Mario Party: The Top 100,"November 10, 2017",3DS,59,/game/3ds/mario-party-the-top-100,6.6
2698,Late Shift,"April 18, 2017",PlayStation 4,59,/game/playstation-4/late-shift,6.8
2699,Micro Machines World Series,"June 30, 2017",PlayStation 4,59,/game/playstation-4/micro-machines-world-series,3.6
2700,Cars 3: Driven to Win,"June 13, 2017",Xbox One,59,/game/xbox-one/cars-3-driven-to-win,7.0
2701,Rogue Trooper Redux,"October 17, 2017",PlayStation 4,59,/game/playstation-4/rogue-trooper-redux,6.7
2702,TARTARUS,"November 21, 2017",PC,59,/game/pc/tartarus,7.0
2703,Rain World,"March 28, 2017",PlayStation 4,59,/game/playstation-4/rain-world,7.0
2704,LEGO Worlds,"September 5, 2017",Switch,59,/game/switch/lego-worlds,7.0
2705,Astro Duel Deluxe,"May 30, 2017",Switch,59,/game/switch/astro-duel-deluxe,6.5
2706,Skylar & Plux: Adventure on Clover Island,"May 19, 2017",PlayStation 4,59,/game/playstation-4/skylar-plux-adventure-on-clover-island,6.7
2707,SG/ZH: School Girl Zombie Hunter,"November 17, 2017",PlayStation 4,59,/game/playstation-4/sgzh-school-girl-zombie-hunter,6.2
2708,I Am Bread,"January 20, 2017",Xbox One,59,/game/xbox-one/i-am-bread,4.0
2709,Final Fantasy XV: Episode Gladiolus,"March 29, 2017",PlayStation 4,59,/game/playstation-4/final-fantasy-xv-episode-gladiolus,8.7
2710,Empathy: Path of Whispers,"May 16, 2017",PC,59,/game/pc/empathy-path-of-whispers,6.0
2711,Cars 3: Driven to Win,"June 13, 2017",Switch,59,/game/switch/cars-3-driven-to-win,5.1
2712,Micro Machines World Series,"June 29, 2017",PC,58,/game/pc/micro-machines-world-series,3.4
2713,Memoranda,"January 25, 2017",PC,58,/game/pc/memoranda,6.3
2714,Dead by Daylight,"June 20, 2017",Xbox One,58,/game/xbox-one/dead-by-daylight,4.7
2715,Dark Rose Valkyrie,"June 6, 2017",PlayStation 4,58,/game/playstation-4/dark-rose-valkyrie,6.0
2716,1-2-Switch,"March 3, 2017",Switch,58,/game/switch/1-2-switch,4.8
2717,The Caligula Effect,"May 2, 2017",PlayStation Vita,58,/game/playstation-vita/the-caligula-effect,6.9
2718,Formula Fusion,"June 1, 2017",PC,58,/game/pc/formula-fusion,7.4
2719,Elex,"October 17, 2017",PlayStation 4,58,/game/playstation-4/elex,6.5
2720,Pixel Heroes: Byte & Magic,"February 3, 2017",Xbox One,58,/game/xbox-one/pixel-heroes-byte-magic,tbd
2721,Sonic Forces,"November 7, 2017",PlayStation 4,57,/game/playstation-4/sonic-forces,6.7
2722,Micro Machines World Series,"June 30, 2017",Xbox One,57,/game/xbox-one/micro-machines-world-series,5.0
2723,Sonic Forces,"November 7, 2017",Switch,57,/game/switch/sonic-forces,6.9
2724,Destiny 2: Curse of Osiris,"December 5, 2017",Xbox One,57,/game/xbox-one/destiny-2-curse-of-osiris,1.4
2725,Destiny 2: Curse of Osiris,"December 5, 2017",PlayStation 4,57,/game/playstation-4/destiny-2-curse-of-osiris,1.5
2726,Astro Bears Party,"September 28, 2017",Switch,57,/game/switch/astro-bears-party,6.7
2727,Black Mirror,"November 28, 2017",Xbox One,57,/game/xbox-one/black-mirror,2.8
2728,Sniper: Ghost Warrior 3,"April 25, 2017",Xbox One,57,/game/xbox-one/sniper-ghost-warrior-3,6.4
2729,RWBY: Grimm Eclipse,"January 17, 2017",Xbox One,57,/game/xbox-one/rwby-grimm-eclipse,7.3
2730,Uncanny Valley,"February 10, 2017",Xbox One,57,/game/xbox-one/uncanny-valley,3.3
2731,Raiders of the Broken Planet,"September 22, 2017",PlayStation 4,56,/game/playstation-4/raiders-of-the-broken-planet,5.0
2732,Theseus,"July 26, 2017",PlayStation 4,56,/game/playstation-4/theseus,6.5
2733,Earthlock: Festival of Magic,"January 27, 2017",PlayStation 4,56,/game/playstation-4/earthlock-festival-of-magic,5.3
2734,Perception,"June 6, 2017",PlayStation 4,56,/game/playstation-4/perception,6.1
2735,100ft Robot Golf,"September 27, 2017",PlayStation 4,56,/game/playstation-4/100ft-robot-golf,5.9
2736,Drawn to Death,"April 4, 2017",PlayStation 4,56,/game/playstation-4/drawn-to-death,6.0
2737,Perception,"May 30, 2017",PC,56,/game/pc/perception,6.4
2738,Cooking Mama: Sweet Shop,"May 16, 2017",3DS,56,/game/3ds/cooking-mama-sweet-shop,5.0
2739,Bush Hockey League,"March 29, 2017",PlayStation 4,56,/game/playstation-4/bush-hockey-league,4.7
2740,Valkyria Revolution,"June 27, 2017",Xbox One,56,/game/xbox-one/valkyria-revolution,4.9
2741,Sonic Forces,"November 7, 2017",PC,56,/game/pc/sonic-forces,6.3
2742,Don't Knock Twice,"September 5, 2017",PlayStation 4,56,/game/playstation-4/dont-knock-twice,6.3
2743,Empyre: Lords of the Sea Gates,"October 4, 2017",PC,56,/game/pc/empyre-lords-of-the-sea-gates,tbd
2744,Dead Effect 2,"January 13, 2017",Xbox One,56,/game/xbox-one/dead-effect-2,6.4
2745,Sniper: Ghost Warrior 3,"April 25, 2017",PlayStation 4,55,/game/playstation-4/sniper-ghost-warrior-3,6.4
2746,Othello,"March 23, 2017",Switch,55,/game/switch/othello,6.2
2747,Akiba's Beat,"May 16, 2017",PlayStation 4,55,/game/playstation-4/akibas-beat,6.8
2748,2Dark,"March 10, 2017",PlayStation 4,54,/game/playstation-4/2dark,7.3
2749,Kholat,"June 9, 2017",Xbox One,54,/game/xbox-one/kholat,5.5
2750,Black Mirror,"November 28, 2017",PlayStation 4,54,/game/playstation-4/black-mirror,5.7
2751,Valkyria Revolution,"June 27, 2017",PlayStation 4,54,/game/playstation-4/valkyria-revolution,5.8
2752,Knee Deep,"January 31, 2017",PlayStation 4,54,/game/playstation-4/knee-deep,tbd
2753,Smashbox Arena,"July 25, 2017",PlayStation 4,54,/game/playstation-4/smashbox-arena,5.2
2754,Oure,"October 30, 2017",PlayStation 4,53,/game/playstation-4/oure,5.5
2755,Doodle God: Ultimate Edition,"January 27, 2017",Xbox One,53,/game/xbox-one/doodle-god-ultimate-edition,tbd
2756,Flip Wars,"July 6, 2017",Switch,53,/game/switch/flip-wars,6.0
2757,Friday the 13th: The Game,"May 26, 2017",Xbox One,53,/game/xbox-one/friday-the-13th-the-game,6.5
2758,Monopoly for Nintendo Switch,"October 31, 2017",Switch,53,/game/switch/monopoly-for-nintendo-switch,5.8
2759,Has-Been Heroes,"March 28, 2017",Switch,53,/game/switch/has-been-heroes,7.2
2760,Hidden Dragon Legend,"September 19, 2017",PlayStation 4,52,/game/playstation-4/hidden-dragon-legend,5.3
2761,Uncanny Valley,"February 7, 2017",PlayStation 4,52,/game/playstation-4/uncanny-valley,4.9
2762,Unbox: Newbie's Adventure,"November 21, 2017",Switch,52,/game/switch/unbox-newbies-adventure,6.1
2763,Realpolitiks,"February 16, 2017",PC,52,/game/pc/realpolitiks,6.4
2764,Caveman Warriors,"December 5, 2017",Switch,52,/game/switch/caveman-warriors,5.6
2765,New Frontier Days: Founding Pioneers,"March 3, 2017",Switch,52,/game/switch/new-frontier-days-founding-pioneers,4.6
2766,Syberia 3,"April 20, 2017",PC,51,/game/pc/syberia-3,5.8
2767,ACORN Tactics,"December 7, 2017",Switch,51,/game/switch/acorn-tactics,tbd
2768,Divide,"January 31, 2017",PlayStation 4,50,/game/playstation-4/divide,tbd
2769,AereA,"June 30, 2017",Xbox One,50,/game/xbox-one/aerea,4.0
2770,Double Dragon IV,"January 30, 2017",PC,50,/game/pc/double-dragon-iv,5.7
2771,Toby: The Secret Mine,"July 6, 2017",PlayStation 4,50,/game/playstation-4/toby-the-secret-mine,tbd
2772,Trulon: The Shadow Engine,"February 24, 2017",Xbox One,49,/game/xbox-one/trulon-the-shadow-engine,tbd
2773,Mighty Morphin Power Rangers: Mega Battle,"January 17, 2017",PlayStation 4,49,/game/playstation-4/mighty-morphin-power-rangers-mega-battle,5.2
2774,De-formers,"March 24, 2017",Xbox One,49,/game/xbox-one/de-formers,tbd
2775,Double Dragon IV,"January 30, 2017",PlayStation 4,49,/game/playstation-4/double-dragon-iv,6.1
2776,Moto Racer 4,"January 24, 2017",PlayStation 4,49,/game/playstation-4/moto-racer-4,4.5
2777,Bush Hockey League,"March 28, 2017",PC,48,/game/pc/bush-hockey-league,4.3
2778,Syberia 3,"April 25, 2017",PlayStation 4,48,/game/playstation-4/syberia-3,6.0
2779,Vaccine,"February 21, 2017",Xbox One,48,/game/xbox-one/vaccine,tbd
2780,League of War: VR Arena,"November 7, 2017",PlayStation 4,46,/game/playstation-4/league-of-war-vr-arena,5.0
2781,Raid: World War II,"October 10, 2017",Xbox One,46,/game/xbox-one/raid-world-war-ii,5.6
2782,Inmates,"October 5, 2017",PC,46,/game/pc/inmates,7.5
2783,Raid: World War II,"October 10, 2017",PlayStation 4,46,/game/playstation-4/raid-world-war-ii,3.7
2784,AereA,"June 30, 2017",PlayStation 4,46,/game/playstation-4/aerea,4.4
2785,Verdun,"March 8, 2017",Xbox One,46,/game/xbox-one/verdun,5.3
