,name,date,platform,score,url,userscore
1137,Overcooked!,"August 2, 2016",PlayStation 4,78,/game/playstation-4/overcooked!,7.9
1138,Grand Kingdom,"June 21, 2016",PlayStation 4,78,/game/playstation-4/grand-kingdom,7.3
1139,Wuppo,"September 29, 2016",PC,78,/game/pc/wuppo,8.2
1140,Zero Escape: Zero Time Dilemma,"June 29, 2016",PC,78,/game/pc/zero-escape-zero-time-dilemma,7.7
1141,Skylanders Imaginators,"October 16, 2016",Xbox One,78,/game/xbox-one/skylanders-imaginators,5.2
1142,LEGO Star Wars: The Force Awakens,"June 28, 2016",PlayStation 4,78,/game/playstation-4/lego-star-wars-the-force-awakens,7.4
1143,Dungeon of the Endless,"March 16, 2016",Xbox One,78,/game/xbox-one/dungeon-of-the-endless,7.4
1144,Unravel,"February 9, 2016",PlayStation 4,78,/game/playstation-4/unravel,8.1
1145,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,"December 20, 2016",Xbox One,78,/game/xbox-one/the-walking-dead-the-telltale-series---a-new-frontier-episode-1-ties-that-bind-part-one,6.4
1146,"That Dragon, Cancer","January 11, 2016",PC,78,/game/pc/that-dragon-cancer,6.1
1147,Heavy Rain & Beyond: Two Souls Collection,"March 4, 2016",PlayStation 4,78,/game/playstation-4/heavy-rain-beyond-two-souls-collection,8.5
1148,RIGS: Mechanized Combat League,"October 13, 2016",PlayStation 4,78,/game/playstation-4/rigs-mechanized-combat-league,7.5
1149,Heavy Rain,"March 1, 2016",PlayStation 4,78,/game/playstation-4/heavy-rain,7.9
1150,Fallout 4: Far Harbor,"May 19, 2016",Xbox One,78,/game/xbox-one/fallout-4-far-harbor,6.5
1151,Worms W.M.D,"August 23, 2016",PlayStation 4,78,/game/playstation-4/worms-wmd,6.8
1152,Amnesia Collection,"November 22, 2016",PlayStation 4,78,/game/playstation-4/amnesia-collection,7.0
1153,The Banner Saga 2,"July 5, 2016",PlayStation 4,78,/game/playstation-4/the-banner-saga-2,7.5
1154,Melty Blood Actress Again Current Code,"April 19, 2016",PC,78,/game/pc/melty-blood-actress-again-current-code,7.6
1155,This War of Mine: The Little Ones,"January 29, 2016",PlayStation 4,78,/game/playstation-4/this-war-of-mine-the-little-ones,7.5
1156,Oxenfree,"January 15, 2016",Xbox One,78,/game/xbox-one/oxenfree,7.6
1157,Hue,"August 30, 2016",Xbox One,78,/game/xbox-one/hue,7.4
1158,ABZU,"August 2, 2016",PlayStation 4,78,/game/playstation-4/abzu,7.6
1159,Toki Tori 2 +,"February 23, 2016",PlayStation 4,78,/game/playstation-4/toki-tori-2-+,5.6
1160,Call of Duty: Infinite Warfare,"November 4, 2016",Xbox One,78,/game/xbox-one/call-of-duty-infinite-warfare,3.7
1161,Ironcast,"March 4, 2016",Xbox One,78,/game/xbox-one/ironcast,tbd
1162,The Count Lucanor,"March 3, 2016",PC,78,/game/pc/the-count-lucanor,7.5
1163,Pac-Man Championship Edition 2,"September 13, 2016",PC,78,/game/pc/pac-man-championship-edition-2,7.0
1164,Crashlands,"January 21, 2016",PC,78,/game/pc/crashlands,7.7
1165,Offworld Trading Company,"April 28, 2016",PC,78,/game/pc/offworld-trading-company,7.5
1166,Style Savvy: Fashion Forward,"August 19, 2016",3DS,78,/game/3ds/style-savvy-fashion-forward,6.9
1167,Dungelot: Shattered Lands,"February 18, 2016",PC,78,/game/pc/dungelot-shattered-lands,6.8
1168,Dying Light: The Following,"February 9, 2016",PlayStation 4,78,/game/playstation-4/dying-light-the-following,8.0
1169,Mega Man Legacy Collection,"February 23, 2016",3DS,77,/game/3ds/mega-man-legacy-collection,8.6
1170,Reigns,"August 11, 2016",PC,77,/game/pc/reigns,7.3
1171,Letter Quest: Grimm's Journey Remastered,"April 8, 2016",Xbox One,77,/game/xbox-one/letter-quest-grimms-journey-remastered,6.0
1172,Life Goes On: Done to Death,"May 17, 2016",PlayStation 4,77,/game/playstation-4/life-goes-on-done-to-death,6.9
1173,Far Cry Primal,"February 23, 2016",Xbox One,77,/game/xbox-one/far-cry-primal,6.6
1174,Sky Force Anniversary,"December 9, 2016",Xbox One,77,/game/xbox-one/sky-force-anniversary,5.8
1175,Livelock,"August 30, 2016",Xbox One,77,/game/xbox-one/livelock,6.5
1176,Ultimate Marvel vs. Capcom 3,"December 3, 2016",PlayStation 4,77,/game/playstation-4/ultimate-marvel-vs-capcom-3,7.5
1177,Pac-Man Championship Edition 2,"September 13, 2016",PlayStation 4,77,/game/playstation-4/pac-man-championship-edition-2,7.5
1178,Street Fighter V,"February 16, 2016",PlayStation 4,77,/game/playstation-4/street-fighter-v,3.6
1179,Shu,"October 4, 2016",PlayStation 4,77,/game/playstation-4/shu,6.8
1180,Virginia,"September 22, 2016",PlayStation 4,77,/game/playstation-4/virginia,5.6
1181,Baldur's Gate: Siege of Dragonspear,"March 31, 2016",PC,77,/game/pc/baldurs-gate-siege-of-dragonspear,3.7
1182,Kerbal Space Program,"July 12, 2016",PlayStation 4,77,/game/playstation-4/kerbal-space-program,6.5
1183,Furi,"December 2, 2016",Xbox One,77,/game/xbox-one/furi,7.6
1184,Corpse Party,"October 25, 2016",3DS,77,/game/3ds/corpse-party,7.9
1185,Duke Nukem 3D: 20th Anniversary World Tour,"October 11, 2016",PlayStation 4,77,/game/playstation-4/duke-nukem-3d-20th-anniversary-world-tour,7.2
1186,Quantum Break,"April 5, 2016",Xbox One,77,/game/xbox-one/quantum-break,7.2
1187,World of Final Fantasy,"October 25, 2016",PlayStation 4,77,/game/playstation-4/world-of-final-fantasy,7.7
1188,VA-11 Hall-A: Cyberpunk Bartender Action,"June 21, 2016",PC,77,/game/pc/va-11-hall-a-cyberpunk-bartender-action,8.3
1189,Echoes Of Aetheria,"January 15, 2016",PC,77,/game/pc/echoes-of-aetheria,7.1
1190,Orwell,"October 27, 2016",PC,77,/game/pc/orwell,7.1
1191,NHL 17,"September 13, 2016",Xbox One,77,/game/xbox-one/nhl-17,4.2
1192,Hitman GO: Definitive Edition,"February 23, 2016",PlayStation 4,77,/game/playstation-4/hitman-go-definitive-edition,6.5
1193,Attack on Titan,"August 30, 2016",Xbox One,77,/game/xbox-one/attack-on-titan,6.4
1194,On Rusty Trails,"June 13, 2016",PC,77,/game/pc/on-rusty-trails,6.5
1195,Lumo,"May 24, 2016",PC,77,/game/pc/lumo,6.0
1196,The Lion's Song,"July 7, 2016",PC,77,/game/pc/the-lions-song,7.5
1197,Chronos,"March 28, 2016",PC,77,/game/pc/chronos,8.4
1198,Battlefleet Gothic: Armada,"April 21, 2016",PC,77,/game/pc/battlefleet-gothic-armada,7.5
1199,Call of Duty: Infinite Warfare,"November 4, 2016",PlayStation 4,77,/game/playstation-4/call-of-duty-infinite-warfare,4.0
1200,Kathy Rain,"May 5, 2016",PC,77,/game/pc/kathy-rain,7.7
1201,Day of Infamy,"July 28, 2016",PC,77,/game/pc/day-of-infamy,8.2
1202,Hitman - Intro Pack,"March 11, 2016",PlayStation 4,77,/game/playstation-4/hitman---intro-pack,5.2
1203,Warhammer: End Times - Vermintide,"October 4, 2016",Xbox One,77,/game/xbox-one/warhammer-end-times---vermintide,6.4
1204,Headlander,"July 26, 2016",PlayStation 4,77,/game/playstation-4/headlander,7.0
1205,Hue,"August 30, 2016",PlayStation 4,77,/game/playstation-4/hue,7.3
1206,Furi,"July 5, 2016",PlayStation 4,77,/game/playstation-4/furi,7.7
1207,Pac-Man Championship Edition 2,"September 13, 2016",Xbox One,77,/game/xbox-one/pac-man-championship-edition-2,8.7
1208,Dark Train,"October 25, 2016",PC,77,/game/pc/dark-train,tbd
1209,Worms W.M.D,"August 23, 2016",PC,76,/game/pc/worms-wmd,7.8
1210,The Banner Saga,"January 12, 2016",Xbox One,76,/game/xbox-one/the-banner-saga,7.9
1211,Batman: The Telltale Series - Episode 5: City of Light,"December 13, 2016",Xbox One,76,/game/xbox-one/batman-the-telltale-series---episode-5-city-of-light,6.9
1212,Skullgirls: 2nd Encore,"April 5, 2016",PlayStation Vita,76,/game/playstation-vita/skullgirls-2nd-encore,7.7
1213,Polaris Sector,"March 22, 2016",PC,76,/game/pc/polaris-sector,7.1
1214,The Aquatic Adventure of the Last Human,"January 19, 2016",PC,76,/game/pc/the-aquatic-adventure-of-the-last-human,6.5
1215,Total War: WARHAMMER - Realm of the Wood Elves,"December 8, 2016",PC,76,/game/pc/total-war-warhammer---realm-of-the-wood-elves,6.4
1216,Tethered,"October 25, 2016",PlayStation 4,76,/game/playstation-4/tethered,7.4
1217,10 Second Ninja X,"July 19, 2016",PlayStation 4,76,/game/playstation-4/10-second-ninja-x,5.4
1218,Grand Kingdom,"June 21, 2016",PlayStation Vita,76,/game/playstation-vita/grand-kingdom,8.3
1219,Obduction,"August 24, 2016",PC,76,/game/pc/obduction,7.6
1220,Clustertruck,"September 27, 2016",PC,76,/game/pc/clustertruck,7.0
1221,Pokken Tournament,"March 18, 2016",Wii U,76,/game/wii-u/pokken-tournament,7.3
1222,Werewolves Within,"December 6, 2016",PlayStation 4,76,/game/playstation-4/werewolves-within,7.1
1223,Trackmania Turbo,"March 22, 2016",Xbox One,76,/game/xbox-one/trackmania-turbo,7.3
1224,Mario & Luigi: Paper Jam,"January 22, 2016",3DS,76,/game/3ds/mario-luigi-paper-jam,7.5
1225,Azure Striker Gunvolt 2,"September 29, 2016",3DS,76,/game/3ds/azure-striker-gunvolt-2,8.0
1226,Deponia Doomsday,"March 1, 2016",PC,76,/game/pc/deponia-doomsday,7.1
1227,Hyper Light Drifter,"July 26, 2016",Xbox One,76,/game/xbox-one/hyper-light-drifter,6.9
1228,The Final Station,"August 30, 2016",PC,76,/game/pc/the-final-station,7.5
1229,EA Sports UFC 2,"March 15, 2016",Xbox One,76,/game/xbox-one/ea-sports-ufc-2,5.6
1230,7th Dragon III Code: VFD,"July 12, 2016",3DS,76,/game/3ds/7th-dragon-iii-code-vfd,7.9
1231,Resident Evil 4,"August 30, 2016",Xbox One,76,/game/xbox-one/resident-evil-4,8.2
1232,Far Cry Primal,"February 23, 2016",PlayStation 4,76,/game/playstation-4/far-cry-primal,6.6
1233,Klaus,"January 19, 2016",PlayStation 4,76,/game/playstation-4/klaus,7.2
1234,Heart&Slash,"June 28, 2016",PlayStation 4,76,/game/playstation-4/heartslash,7.2
1235,The Walking Dead: Michonne - Episode 3: What We Deserve,"April 26, 2016",PlayStation 4,76,/game/playstation-4/the-walking-dead-michonne---episode-3-what-we-deserve,7.1
1236,LEGO Star Wars: The Force Awakens,"June 28, 2016",Xbox One,76,/game/xbox-one/lego-star-wars-the-force-awakens,6.9
1237,The Magic Circle: Gold Edition,"April 26, 2016",PlayStation 4,76,/game/playstation-4/the-magic-circle-gold-edition,7.1
1238,Paper Mario: Color Splash,"October 7, 2016",Wii U,76,/game/wii-u/paper-mario-color-splash,7.1
1239,Furi,"July 5, 2016",PC,76,/game/pc/furi,7.9
1240,Everybody's Gone to the Rapture,"April 14, 2016",PC,76,/game/pc/everybodys-gone-to-the-rapture,5.3
1241,Firewatch,"February 9, 2016",PlayStation 4,76,/game/playstation-4/firewatch,6.8
1242,American Truck Simulator,"February 2, 2016",PC,76,/game/pc/american-truck-simulator,7.0
1243,Not A Hero: Super Snazzy Edition,"May 24, 2016",Xbox One,75,/game/xbox-one/not-a-hero-super-snazzy-edition,6.9
1244,Unravel,"February 9, 2016",Xbox One,75,/game/xbox-one/unravel,8.0
1245,Rock Band VR,"October 6, 2016",PC,75,/game/pc/rock-band-vr,tbd
1246,Strike Vector EX,"August 30, 2016",PlayStation 4,75,/game/playstation-4/strike-vector-ex,7.0
1247,Space Run Galaxy,"June 17, 2016",PC,75,/game/pc/space-run-galaxy,5.4
1248,Watch Dogs 2,"November 28, 2016",PC,75,/game/pc/watch-dogs-2,7.0
1249,Killing Floor 2,"November 18, 2016",PC,75,/game/pc/killing-floor-2,7.5
1250,Beholder,"November 9, 2016",PC,75,/game/pc/beholder,7.8
1251,Seasons After Fall,"September 2, 2016",PC,75,/game/pc/seasons-after-fall,7.1
1252,Killing Floor 2,"November 16, 2016",PlayStation 4,75,/game/playstation-4/killing-floor-2,7.2
1253,Deus Ex: Mankind Divided - System Rift,"September 27, 2016",PlayStation 4,75,/game/playstation-4/deus-ex-mankind-divided---system-rift,6.8
1254,Hitman - Intro Pack,"March 11, 2016",Xbox One,75,/game/xbox-one/hitman---intro-pack,4.4
1255,Hitman - Episode 3: Marrakesh,"May 31, 2016",PlayStation 4,75,/game/playstation-4/hitman---episode-3-marrakesh,7.2
1256,Battlezone 98 Redux,"April 18, 2016",PC,75,/game/pc/battlezone-98-redux,8.7
1257,Silence: The Whispered World 2,"November 15, 2016",PC,75,/game/pc/silence-the-whispered-world-2,7.4
1258,Digimon Story Cyber Sleuth,"February 2, 2016",PlayStation 4,75,/game/playstation-4/digimon-story-cyber-sleuth,8.1
1259,Shardlight,"March 8, 2016",PC,75,/game/pc/shardlight,6.6
1260,Fallout 4: Far Harbor,"May 19, 2016",PlayStation 4,75,/game/playstation-4/fallout-4-far-harbor,6.5
1261,Worms W.M.D,"August 23, 2016",Xbox One,75,/game/xbox-one/worms-wmd,7.0
1262,Batman: The Telltale Series - Episode 5: City of Light,"December 13, 2016",PC,75,/game/pc/batman-the-telltale-series---episode-5-city-of-light,6.8
1263,Stikbold! A Dodgeball Adventure,"April 5, 2016",PlayStation 4,75,/game/playstation-4/stikbold!-a-dodgeball-adventure,7.0
1264,Atelier Sophie: The Alchemist of the Mysterious Book,"June 7, 2016",PlayStation 4,75,/game/playstation-4/atelier-sophie-the-alchemist-of-the-mysterious-book,7.8
1265,Batman: The Telltale Series - Episode 4: Guardian of Gotham,"November 22, 2016",Xbox One,75,/game/xbox-one/batman-the-telltale-series---episode-4-guardian-of-gotham,5.1
1266,Road to Ballhalla,"August 5, 2016",PC,75,/game/pc/road-to-ballhalla,7.1
1267,Resident Evil 5,"June 28, 2016",Xbox One,75,/game/xbox-one/resident-evil-5,7.9
1268,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,"January 19, 2016",PlayStation Vita,75,/game/playstation-vita/atelier-escha-logy-plus-alchemists-of-the-dusk-sky,8.2
1269,Raiden V,"May 11, 2016",Xbox One,75,/game/xbox-one/raiden-v,7.8
1270,Ittle Dew 2,"November 15, 2016",PlayStation 4,75,/game/playstation-4/ittle-dew-2,6.0
1271,Shantae and the Pirate's Curse,"April 9, 2016",PlayStation 4,75,/game/playstation-4/shantae-and-the-pirates-curse,7.6
1272,The Little Acre,"December 13, 2016",Xbox One,75,/game/xbox-one/the-little-acre,6.9
1273,RIVE,"September 13, 2016",PlayStation 4,75,/game/playstation-4/rive,7.2
1274,Hitman - Intro Pack,"March 11, 2016",PC,75,/game/pc/hitman---intro-pack,3.9
1275,Valentino Rossi The Game,"June 17, 2016",PlayStation 4,75,/game/playstation-4/valentino-rossi-the-game,7.4
1276,Push Me Pull You,"May 3, 2016",PlayStation 4,75,/game/playstation-4/push-me-pull-you,6.6
1277,Yomawari: Night Alone,"October 25, 2016",PlayStation Vita,75,/game/playstation-vita/yomawari-night-alone,8.3
1278,Kerbal Space Program,"July 15, 2016",Xbox One,75,/game/xbox-one/kerbal-space-program,7.2
1279,Prison Architect,"July 1, 2016",Xbox One,75,/game/xbox-one/prison-architect,6.8
1280,"Gremlins, Inc.","March 11, 2016",PC,75,/game/pc/gremlins-inc,5.6
1281,Reus,"October 11, 2016",PlayStation 4,75,/game/playstation-4/reus,4.1
1282,Event[0],"September 14, 2016",PC,75,/game/pc/event0,6.9
1283,Tropico 5 Penultimate Edition,"May 24, 2016",Xbox One,75,/game/xbox-one/tropico-5-penultimate-edition,6.3
1284,Epistory - Typing Chronicles,"March 30, 2016",PC,74,/game/pc/epistory---typing-chronicles,7.7
1285,Batman: Arkham VR,"October 11, 2016",PlayStation 4,74,/game/playstation-4/batman-arkham-vr,7.3
1286,Slain: Back from Hell,"August 1, 2016",PC,74,/game/pc/slain-back-from-hell,8.1
1287,Call of Duty: Black Ops III - Eclipse,"April 19, 2016",PlayStation 4,74,/game/playstation-4/call-of-duty-black-ops-iii---eclipse,3.6
1288,Fallout 4: Nuka-World,"August 30, 2016",PC,74,/game/pc/fallout-4-nuka-world,5.4
1289,SuperHyperCube,"October 13, 2016",PlayStation 4,74,/game/playstation-4/superhypercube,6.1
1290,Neverwinter,"July 19, 2016",PlayStation 4,74,/game/playstation-4/neverwinter,6.6
1291,Grim Legends: The Forsaken Bride,"June 10, 2016",Xbox One,74,/game/xbox-one/grim-legends-the-forsaken-bride,tbd
1292,I Am Setsuna,"July 19, 2016",PlayStation 4,74,/game/playstation-4/i-am-setsuna,7.4
1293,Not a Hero,"February 2, 2016",PlayStation 4,74,/game/playstation-4/not-a-hero,6.4
1294,Nobunaga's Ambition: Sphere of Influence - Ascension,"October 25, 2016",PlayStation 4,74,/game/playstation-4/nobunagas-ambition-sphere-of-influence---ascension,7.1
1295,Far Cry Primal,"February 29, 2016",PC,74,/game/pc/far-cry-primal,5.6
1296,The Turing Test,"August 30, 2016",PC,74,/game/pc/the-turing-test,6.7
1297,Grow Up,"August 16, 2016",Xbox One,74,/game/xbox-one/grow-up,7.2
1298,Layers of Fear,"February 16, 2016",PlayStation 4,74,/game/playstation-4/layers-of-fear,7.3
1299,Street Fighter V,"February 16, 2016",PC,74,/game/pc/street-fighter-v,3.1
1300,Heaven's Hope,"February 25, 2016",PC,74,/game/pc/heavens-hope,6.7
1301,Shadow Complex Remastered,"March 16, 2016",Xbox One,74,/game/xbox-one/shadow-complex-remastered,5.8
1302,Call of Duty: Black Ops III - Awakening,"February 2, 2016",PlayStation 4,74,/game/playstation-4/call-of-duty-black-ops-iii---awakening,5.4
1303,Star Fox Guard,"April 22, 2016",Wii U,74,/game/wii-u/star-fox-guard,7.3
1304,Amplitude,"January 5, 2016",PlayStation 4,74,/game/playstation-4/amplitude,7.2
1305,Yesterday Origins,"November 10, 2016",PC,74,/game/pc/yesterday-origins,7.1
1306,Wild Guns Reloaded,"December 20, 2016",PlayStation 4,74,/game/playstation-4/wild-guns-reloaded,6.1
1307,Attack on Titan,"August 30, 2016",PlayStation 4,74,/game/playstation-4/attack-on-titan,7.0
1308,Dead Rising 4,"December 6, 2016",PC,74,/game/pc/dead-rising-4,4.0
1309,Anarcute,"July 12, 2016",Xbox One,74,/game/xbox-one/anarcute,7.3
1310,Neon Chrome,"April 28, 2016",PC,74,/game/pc/neon-chrome,7.4
1311,Eagle Flight,"October 13, 2016",PC,74,/game/pc/eagle-flight,6.9
1312,Batman: The Telltale Series - Episode 3: New World Order,"October 25, 2016",PlayStation 4,74,/game/playstation-4/batman-the-telltale-series---episode-3-new-world-order,6.9
1313,Blues and Bullets - Episode 2: Shaking The Hive,"April 8, 2016",Xbox One,74,/game/xbox-one/blues-and-bullets---episode-2-shaking-the-hive,4.5
1314,TASTEE: Lethal Tactics,"May 10, 2016",PC,74,/game/pc/tastee-lethal-tactics,6.4
1315,Disgaea PC,"February 4, 2016",PC,74,/game/pc/disgaea-pc,6.0
1316,Headlander,"July 26, 2016",PC,74,/game/pc/headlander,7.6
1317,Neverending Nightmares,"May 3, 2016",PlayStation 4,74,/game/playstation-4/neverending-nightmares,7.0
1318,Mirror's Edge Catalyst,"June 7, 2016",PC,74,/game/pc/mirrors-edge-catalyst,5.3
1319,Virginia,"September 22, 2016",PC,74,/game/pc/virginia,4.9
1320,The Flame in the Flood,"February 24, 2016",Xbox One,74,/game/xbox-one/the-flame-in-the-flood,5.3
1321,Batman: The Telltale Series - Episode 1: Realm of Shadows,"August 2, 2016",PC,74,/game/pc/batman-the-telltale-series---episode-1-realm-of-shadows,6.4
1322,Master of Orion: Conquer the Stars,"August 25, 2016",PC,74,/game/pc/master-of-orion-conquer-the-stars,7.0
1323,Stories: The Path of Destinies,"April 12, 2016",PC,74,/game/pc/stories-the-path-of-destinies,7.1
1324,Fallout 4: Automatron,"March 22, 2016",Xbox One,74,/game/xbox-one/fallout-4-automatron,6.0
1325,Batman: The Telltale Series - Episode 4: Guardian of Gotham,"November 22, 2016",PlayStation 4,73,/game/playstation-4/batman-the-telltale-series---episode-4-guardian-of-gotham,6.2
1326,Ladykiller in a Bind,"October 10, 2016",PC,73,/game/pc/ladykiller-in-a-bind,7.4
1327,Super Mario Maker for Nintendo 3DS,"December 2, 2016",3DS,73,/game/3ds/super-mario-maker-for-nintendo-3ds,6.3
1328,The Deadly Tower of Monsters,"January 19, 2016",PC,73,/game/pc/the-deadly-tower-of-monsters,7.7
1329,Black Desert Online,"March 3, 2016",PC,73,/game/pc/black-desert-online,6.9
1330,Just Dance 2017,"October 25, 2016",Xbox One,73,/game/xbox-one/just-dance-2017,6.6
1331,Just Dance 2017,"October 25, 2016",PlayStation 4,73,/game/playstation-4/just-dance-2017,6.5
1332,Jotun: Valhalla Edition,"September 9, 2016",Xbox One,73,/game/xbox-one/jotun-valhalla-edition,5.7
1333,Batman: The Telltale Series - Episode 4: Guardian of Gotham,"November 22, 2016",PC,73,/game/pc/batman-the-telltale-series---episode-4-guardian-of-gotham,6.8
1334,God Eater 2: Rage Burst,"August 29, 2016",PC,73,/game/pc/god-eater-2-rage-burst,6.6
1335,Punch Club,"January 8, 2016",PC,73,/game/pc/punch-club,7.0
1336,Livelock,"August 30, 2016",PC,73,/game/pc/livelock,7.6
1337,Lumo,"May 24, 2016",PlayStation 4,73,/game/playstation-4/lumo,5.6
1338,Sega 3D Classics Collection,"April 26, 2016",3DS,73,/game/3ds/sega-3d-classics-collection,7.5
1339,Action Henk,"March 8, 2016",PlayStation 4,73,/game/playstation-4/action-henk,5.5
1340,Batman: The Telltale Series - Episode 3: New World Order,"October 25, 2016",Xbox One,73,/game/xbox-one/batman-the-telltale-series---episode-3-new-world-order,7.3
1341,Batman: Return to Arkham,"October 18, 2016",PlayStation 4,73,/game/playstation-4/batman-return-to-arkham,8.2
1342,Disney Magical World 2,"October 14, 2016",3DS,73,/game/3ds/disney-magical-world-2,5.5
1343,Hard Reset Redux,"June 3, 2016",PC,73,/game/pc/hard-reset-redux,6.5
1344,Dark Souls III: Ashes of Ariandel,"October 24, 2016",PC,73,/game/pc/dark-souls-iii-ashes-of-ariandel,7.3
1345,Project X Zone 2,"February 16, 2016",3DS,73,/game/3ds/project-x-zone-2,7.6
1346,Stories: The Path of Destinies,"April 12, 2016",PlayStation 4,73,/game/playstation-4/stories-the-path-of-destinies,7.2
