,name,date,platform,score,url,userscore,fullurl,developer,genre
4589,LEGO Jurassic World,2019-09-17,Switch,71,/game/switch/lego-jurassic-world,67.0,https://www.metacritic.com/game/switch/lego-jurassic-world,Warner Bros.,"['Action Adventure', 'General']"
4590,The Hong Kong Massacre,2019-01-29,PlayStation 4,71,/game/playstation-4/the-hong-kong-massacre,59.0,https://www.metacritic.com/game/playstation-4/the-hong-kong-massacre,VRESKI,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
4591,The Sojourn,2019-09-20,PlayStation 4,71,/game/playstation-4/the-sojourn,64.0,https://www.metacritic.com/game/playstation-4/the-sojourn,Shifting Tides,"['Adventure', '3D', 'First-Person']"
4592,Onimusha: Warlords,2019-01-15,Switch,71,/game/switch/onimusha-warlords,75.0,https://www.metacritic.com/game/switch/onimusha-warlords,"Capcom, NeoBards Entertainment","['Action Adventure', 'General']"
4593,Nintendo Labo: Toycon 04 VR Kit,2019-05-12,Switch,71,/game/switch/nintendo-labo-toycon-04-vr-kit,65.0,https://www.metacritic.com/game/switch/nintendo-labo-toycon-04-vr-kit,Nintendo,"['Action', 'General']"
4594,Mutant Year Zero: Road to Eden - Deluxe Edition,2019-07-30,Switch,71,/game/switch/mutant-year-zero-road-to-eden---deluxe-edition,47.0,https://www.metacritic.com/game/switch/mutant-year-zero-road-to-eden---deluxe-edition,"High Voltage Software, The Bearded Ladies Consulting","['Strategy', 'Turn-Based', 'Tactics']"
4595,Run the Fan,2019-07-23,Switch,71,/game/switch/run-the-fan,,https://www.metacritic.com/game/switch/run-the-fan,Silesia Games,"['Puzzle', 'Action']"
4596,Etherborn,2019-07-18,Xbox One,71,/game/xbox-one/etherborn,80.0,https://www.metacritic.com/game/xbox-one/etherborn,Altered Matter,"['Adventure', '3D', 'First-Person']"
4597,Heaven's Vault,2019-04-16,PlayStation 4,71,/game/playstation-4/heavens-vault,40.0,https://www.metacritic.com/game/playstation-4/heavens-vault,inkle,"['Adventure', 'General']"
4598,The Sinking City,2019-06-27,PC,71,/game/pc/the-sinking-city,58.0,https://www.metacritic.com/game/pc/the-sinking-city,Frogwares,"['Horror', 'Action Adventure', 'Survival']"
4599,Sniper Ghost Warrior Contracts,2019-11-22,PC,71,/game/pc/sniper-ghost-warrior-contracts,66.0,https://www.metacritic.com/game/pc/sniper-ghost-warrior-contracts,CI Games,"['Action', 'Shooter', 'First-Person', 'Tactical']"
4600,Everything,2019-01-10,Switch,71,/game/switch/everything,,https://www.metacritic.com/game/switch/everything,David OReilly,"['Adventure', 'General']"
4601,Dragon Quest III: The Seeds of Salvation,2019-09-27,Switch,71,/game/switch/dragon-quest-iii-the-seeds-of-salvation,67.0,https://www.metacritic.com/game/switch/dragon-quest-iii-the-seeds-of-salvation,Square Enix,"['Role-Playing', 'Japanese-Style']"
4602,Afterparty,2019-10-29,PlayStation 4,70,/game/playstation-4/afterparty,68.0,https://www.metacritic.com/game/playstation-4/afterparty,Night School Studio,"['Adventure', 'General']"
4603,DARQ,2019-08-15,PC,70,/game/pc/darq,77.0,https://www.metacritic.com/game/pc/darq,Unfold Games,"['Adventure', 'General']"
4604,A Fisherman's Tale,2019-01-22,PlayStation 4,70,/game/playstation-4/a-fishermans-tale,52.0,https://www.metacritic.com/game/playstation-4/a-fishermans-tale,Innerspace VR,"['Adventure', 'General']"
4605,Sparklite,2019-11-14,PC,70,/game/pc/sparklite,65.0,https://www.metacritic.com/game/pc/sparklite,Red Blue Games,"['Action Adventure', 'General']"
4606,Resident Evil 0,2019-05-21,Switch,70,/game/switch/resident-evil-0,77.0,https://www.metacritic.com/game/switch/resident-evil-0,Capcom,"['Action Adventure', 'Survival']"
4607,Layers of Fear 2,2019-05-28,PC,70,/game/pc/layers-of-fear-2,62.0,https://www.metacritic.com/game/pc/layers-of-fear-2,Bloober Team,"['Action Adventure', 'Survival']"
4608,Lost Ember,2019-11-22,PlayStation 4,70,/game/playstation-4/lost-ember,71.0,https://www.metacritic.com/game/playstation-4/lost-ember,Mooneye Studios,"['Action Adventure', 'Open-World']"
4609,BurgerTime Party!,2019-10-08,Switch,70,/game/switch/burgertime-party!,60.0,https://www.metacritic.com/game/switch/burgertime-party!,G-mode,"['Action', 'Arcade']"
4610,Deadly Premonition Origins,2019-09-04,Switch,70,/game/switch/deadly-premonition-origins,77.0,https://www.metacritic.com/game/switch/deadly-premonition-origins,Toybox Games,"['Action Adventure', 'Open-World']"
4611,EarthNight,2019-12-03,Switch,70,/game/switch/earthnight,72.0,https://www.metacritic.com/game/switch/earthnight,cleaversoft,"['Action', 'Platformer', '2D']"
4612,Conarium,2019-02-12,Xbox One,70,/game/xbox-one/conarium,53.0,https://www.metacritic.com/game/xbox-one/conarium,Zoetrope Interactive,"['Adventure', '3D', 'First-Person']"
4613,Code Vein,2019-09-27,PlayStation 4,70,/game/playstation-4/code-vein,78.0,https://www.metacritic.com/game/playstation-4/code-vein,Bandai Namco Games,"['Role-Playing', 'Action RPG']"
4614,Redout,2019-05-14,Switch,70,/game/switch/redout,71.0,https://www.metacritic.com/game/switch/redout,34BigThings,"['Racing', 'Arcade', 'Futuristic']"
4615,Vampire: The Masquerade - Coteries of New York,2019-12-11,PC,70,/game/pc/vampire-the-masquerade---coteries-of-new-york,74.0,https://www.metacritic.com/game/pc/vampire-the-masquerade---coteries-of-new-york,Draw Distance,"['Role-Playing', 'Adventure', 'Visual Novel', 'Western-Style']"
4616,Mage's Initiation: Reign of the Elements,2019-01-30,PC,70,/game/pc/mages-initiation-reign-of-the-elements,77.0,https://www.metacritic.com/game/pc/mages-initiation-reign-of-the-elements,Himalaya Studios,"['Adventure', 'General']"
4617,Nelke & the Legendary Alchemists: Ateliers of the New World,2019-03-26,Switch,70,/game/switch/nelke-the-legendary-alchemists-ateliers-of-the-new-world,56.0,https://www.metacritic.com/game/switch/nelke-the-legendary-alchemists-ateliers-of-the-new-world,Gust,"['Role-Playing', 'General']"
4618,Tech Support: Error Unknown,2019-02-27,PC,70,/game/pc/tech-support-error-unknown,51.0,https://www.metacritic.com/game/pc/tech-support-error-unknown,Dragon Slumber,"['Simulation', 'Adventure', 'General']"
4619,Degrees of Separation,2019-02-14,PlayStation 4,70,/game/playstation-4/degrees-of-separation,62.0,https://www.metacritic.com/game/playstation-4/degrees-of-separation,Moondrop Studios,"['Action', 'Platformer', '2D']"
4620,NASCAR Heat 4,2019-09-10,PlayStation 4,70,/game/playstation-4/nascar-heat-4,53.0,https://www.metacritic.com/game/playstation-4/nascar-heat-4,"Monster Games Inc., 704Games","['Racing', 'Simulation', 'Automobile']"
4621,World War Z,2019-04-16,PC,70,/game/pc/world-war-z,59.0,https://www.metacritic.com/game/pc/world-war-z,Saber Interactive,"['Action', 'Shooter', 'First-Person', 'Tactical']"
4622,Ancestors: The Humankind Odyssey,2019-12-06,PlayStation 4,70,/game/playstation-4/ancestors-the-humankind-odyssey,60.0,https://www.metacritic.com/game/playstation-4/ancestors-the-humankind-odyssey,Panache Digital Games,"['Action Adventure', 'General', 'Survival']"
4623,Super Monkey Ball: Banana Blitz HD,2019-10-29,Xbox One,70,/game/xbox-one/super-monkey-ball-banana-blitz-hd,48.0,https://www.metacritic.com/game/xbox-one/super-monkey-ball-banana-blitz-hd,Sega,"['Miscellaneous', 'Party / Minigame']"
4624,Sega Ages: Ichidant-R,2019-10-17,Switch,70,/game/switch/sega-ages-ichidant-r,,https://www.metacritic.com/game/switch/sega-ages-ichidant-r,CRI,"['Miscellaneous', 'Party / Minigame']"
4625,MXGP 2019,2019-08-27,Xbox One,70,/game/xbox-one/mxgp-2019,53.0,https://www.metacritic.com/game/xbox-one/mxgp-2019,Milestone S.r.l,"['Racing', 'Arcade', 'Automobile']"
4626,Snooker 19,2019-04-17,Xbox One,70,/game/xbox-one/snooker-19,54.0,https://www.metacritic.com/game/xbox-one/snooker-19,Lab42,"['Sports', 'Individual', 'Billiards']"
4627,Saints Row: The Third - The Full Package,2019-05-10,Switch,70,/game/switch/saints-row-the-third---the-full-package,58.0,https://www.metacritic.com/game/switch/saints-row-the-third---the-full-package,"Fishlabs, Deep Silver","['Action Adventure', 'Open-World']"
4628,Mosaic,2019-12-05,PC,70,/game/pc/mosaic,62.0,https://www.metacritic.com/game/pc/mosaic,Krillbite Studio,"['Adventure', 'General']"
4629,Beat Cop,2019-03-05,Switch,70,/game/switch/beat-cop,69.0,https://www.metacritic.com/game/switch/beat-cop,11 bit studios,"['Simulation', 'Virtual', 'Career']"
4630,Falcon Age,2019-04-09,PlayStation 4,70,/game/playstation-4/falcon-age,58.0,https://www.metacritic.com/game/playstation-4/falcon-age,Outerloop Games,"['Action Adventure', 'General']"
4631,The Angry Birds Movie 2 VR: Under Pressure,2019-08-06,PlayStation 4,70,/game/playstation-4/the-angry-birds-movie-2-vr-under-pressure,77.0,https://www.metacritic.com/game/playstation-4/the-angry-birds-movie-2-vr-under-pressure,XR Games,"['Puzzle', 'Action']"
4632,RICO,2019-03-12,Switch,70,/game/switch/rico,63.0,https://www.metacritic.com/game/switch/rico,Ground Shatter Ltd.,"['Action', 'Shooter', 'First-Person', 'Arcade']"
4633,ToeJam & Earl: Back in the Groove,2019-03-01,Xbox One,70,/game/xbox-one/toejam-earl-back-in-the-groove,57.0,https://www.metacritic.com/game/xbox-one/toejam-earl-back-in-the-groove,"Humanature Studios, 22nd Century Toys","['Action', 'General', 'Platformer', '2D']"
4634,Genesis Alpha One,2019-01-29,Xbox One,69,/game/xbox-one/genesis-alpha-one,40.0,https://www.metacritic.com/game/xbox-one/genesis-alpha-one,Radiation Blue,"['Action', 'Shooter', 'First-Person', 'Arcade']"
4635,Blair Witch,2019-08-30,PC,69,/game/pc/blair-witch,64.0,https://www.metacritic.com/game/pc/blair-witch,Bloober Team,"['Action Adventure', 'Survival']"
4636,The Dark Pictures - Man of Medan,2019-08-30,PlayStation 4,69,/game/playstation-4/the-dark-pictures---man-of-medan,57.0,https://www.metacritic.com/game/playstation-4/the-dark-pictures---man-of-medan,Supermassive Games,"['Action Adventure', 'Survival']"
4637,Wolfenstein: Youngblood,2019-07-26,PC,69,/game/pc/wolfenstein-youngblood,23.0,https://www.metacritic.com/game/pc/wolfenstein-youngblood,MachineGames,"['Action', 'Shooter', 'First-Person', 'Arcade']"
4638,Chocobo's Mystery Dungeon: Every Buddy!,2019-03-20,PlayStation 4,69,/game/playstation-4/chocobos-mystery-dungeon-every-buddy!,69.0,https://www.metacritic.com/game/playstation-4/chocobos-mystery-dungeon-every-buddy!,Square Enix,"['Action RPG', 'Role-Playing', 'Roguelike']"
4639,Mages of Mystralia,2019-01-29,Switch,69,/game/switch/mages-of-mystralia,56.0,https://www.metacritic.com/game/switch/mages-of-mystralia,Borealys Games,"['Action Adventure', 'General', 'Linear']"
4640,Tracks: The Train Set Game,2019-11-14,Xbox One,69,/game/xbox-one/tracks-the-train-set-game,50.0,https://www.metacritic.com/game/xbox-one/tracks-the-train-set-game,Whoop Group,"['Strategy', 'Management', 'Business / Tycoon']"
4641,Hitman HD Enhanced Collection,2019-01-11,PlayStation 4,69,/game/playstation-4/hitman-hd-enhanced-collection,26.0,https://www.metacritic.com/game/playstation-4/hitman-hd-enhanced-collection,IO Entertainment,"['Miscellaneous', 'Compilation']"
4642,Vampyr,2019-10-29,Switch,69,/game/switch/vampyr,67.0,https://www.metacritic.com/game/switch/vampyr,DONTNOD Entertainment,"['Role-Playing', 'Action RPG']"
4643,Banner of the Maid,2019-05-27,PC,69,/game/pc/banner-of-the-maid,79.0,https://www.metacritic.com/game/pc/banner-of-the-maid,CE-Asia,"['Strategy', 'Turn-Based', 'Tactics']"
4644,The Liar Princess and the Blind Prince,2019-02-12,PlayStation 4,69,/game/playstation-4/the-liar-princess-and-the-blind-prince,65.0,https://www.metacritic.com/game/playstation-4/the-liar-princess-and-the-blind-prince,Nippon Ichi Software,"['Action', 'General']"
4645,Super Dragon Ball Heroes: World Mission,2019-04-05,Switch,69,/game/switch/super-dragon-ball-heroes-world-mission,75.0,https://www.metacritic.com/game/switch/super-dragon-ball-heroes-world-mission,"Dimps Corporation, Safari Games","['Strategy', 'Turn-Based', 'Card Battle']"
4646,Rebel Cops,2019-09-17,PC,69,/game/pc/rebel-cops,67.0,https://www.metacritic.com/game/pc/rebel-cops,Weappy Studio,"['Strategy', 'Turn-Based', 'Tactics']"
4647,Where the Water Tastes Like Wine,2019-11-29,Switch,69,/game/switch/where-the-water-tastes-like-wine,,https://www.metacritic.com/game/switch/where-the-water-tastes-like-wine,"Serenity Forge, Dim Bulb Games","['Miscellaneous', 'Adventure', 'General']"
4648,The Blackout Club,2019-07-30,Xbox One,69,/game/xbox-one/the-blackout-club,71.0,https://www.metacritic.com/game/xbox-one/the-blackout-club,Question,"['Action Adventure', 'Survival']"
4649,Erica,2019-08-19,PlayStation 4,69,/game/playstation-4/erica,70.0,https://www.metacritic.com/game/playstation-4/erica,Flavourworks,"['Adventure', '3D', 'Third-Person']"
4650,The Dark Pictures - Man of Medan,2019-08-30,Xbox One,69,/game/xbox-one/the-dark-pictures---man-of-medan,64.0,https://www.metacritic.com/game/xbox-one/the-dark-pictures---man-of-medan,Supermassive Games,"['Action Adventure', 'Survival']"
4651,Resident Evil 6,2019-10-29,Switch,69,/game/switch/resident-evil-6,77.0,https://www.metacritic.com/game/switch/resident-evil-6,Capcom,"['Action Adventure', 'Survival']"
4652,The Mage's Tale,2019-02-05,PlayStation 4,69,/game/playstation-4/the-mages-tale,50.0,https://www.metacritic.com/game/playstation-4/the-mages-tale,InXile Entertainment,"['Adventure', 'General']"
4653,Warhammer: Chaosbane,2019-05-31,PC,69,/game/pc/warhammer-chaosbane,50.0,https://www.metacritic.com/game/pc/warhammer-chaosbane,Games Workshop,"['Role-Playing', 'Action RPG']"
4654,Pathologic 2,2019-05-28,PC,69,/game/pc/pathologic-2,87.0,https://www.metacritic.com/game/pc/pathologic-2,"Ice-Pick Lodge, tinyBuild","['Action Adventure', 'Survival']"
4655,Oninaki,2019-08-22,PlayStation 4,69,/game/playstation-4/oninaki,54.0,https://www.metacritic.com/game/playstation-4/oninaki,Tokyo RPG Factory,"['Japanese-Style', 'Role-Playing', 'Action RPG']"
4656,Irony Curtain: From Matryoshka with Love,2019-06-27,Switch,69,/game/switch/irony-curtain-from-matryoshka-with-love,70.0,https://www.metacritic.com/game/switch/irony-curtain-from-matryoshka-with-love,Artifex Mundi,"['Adventure', 'General']"
4657,Aftercharge,2019-01-10,Xbox One,69,/game/xbox-one/aftercharge,55.0,https://www.metacritic.com/game/xbox-one/aftercharge,Chainsawesome Games,"['Action', 'Shooter', 'First-Person', 'Tactical']"
4658,The Occupation,2019-03-05,Xbox One,69,/game/xbox-one/the-occupation,48.0,https://www.metacritic.com/game/xbox-one/the-occupation,White Paper Games,"['Adventure', '3D', 'First-Person']"
4659,Tannenberg,2019-02-13,PC,69,/game/pc/tannenberg,76.0,https://www.metacritic.com/game/pc/tannenberg,Blackmill Games,"['Action', 'Strategy', 'Real-Time', 'Shooter', 'First-Person', 'General', 'Tactical']"
4660,Blacksad: Under the Skin,2019-11-05,Xbox One,69,/game/xbox-one/blacksad-under-the-skin,59.0,https://www.metacritic.com/game/xbox-one/blacksad-under-the-skin,Pendulo Studios,"['Adventure', '3D', 'First-Person']"
4661,Q.U.B.E. 2,2019-02-21,Switch,69,/game/switch/qube-2,64.0,https://www.metacritic.com/game/switch/qube-2,Toxic Games,"['Action', 'Shooter', 'First-Person', 'Arcade']"
4662,Shenmue III,2019-11-19,PC,69,/game/pc/shenmue-iii,61.0,https://www.metacritic.com/game/pc/shenmue-iii,Ys Net,"['Action Adventure', 'Open-World']"
4663,Mario & Sonic at the Olympic Games: Tokyo 2020,2019-11-05,Switch,69,/game/switch/mario-sonic-at-the-olympic-games-tokyo-2020,69.0,https://www.metacritic.com/game/switch/mario-sonic-at-the-olympic-games-tokyo-2020,Sega,"['Sports', 'Individual', 'Athletics']"
4664,Moons of Madness,2019-10-22,PC,69,/game/pc/moons-of-madness,55.0,https://www.metacritic.com/game/pc/moons-of-madness,Rock Pocket Games,"['Action Adventure', 'Survival']"
4665,Overland,2019-09-19,PC,69,/game/pc/overland,65.0,https://www.metacritic.com/game/pc/overland,Finji,"['Strategy', 'Adventure', 'Turn-Based', 'General', 'Tactics']"
4666,Dragon Marked For Death,2019-03-26,Switch,69,/game/switch/dragon-marked-for-death,70.0,https://www.metacritic.com/game/switch/dragon-marked-for-death,Inti Creates,"['Role-Playing', 'Action RPG']"
4667,Akane,2019-05-17,Switch,69,/game/switch/akane,74.0,https://www.metacritic.com/game/switch/akane,Ludic Studios,"['Action', ""Beat-'Em-Up"", '2D']"
4668,Earth Defense Force: Iron Rain,2019-04-11,PlayStation 4,69,/game/playstation-4/earth-defense-force-iron-rain,53.0,https://www.metacritic.com/game/playstation-4/earth-defense-force-iron-rain,Yuke's,"['Action', 'Shooter', 'Third-Person', 'Arcade']"
4669,Friday The 13th: The Game - Ultimate Slasher Switch Edition,2019-08-13,Switch,69,/game/switch/friday-the-13th-the-game---ultimate-slasher-switch-edition,76.0,https://www.metacritic.com/game/switch/friday-the-13th-the-game---ultimate-slasher-switch-edition,"Black Tower Studios, Nighthawk Interactive","['Action Adventure', 'Survival']"
4670,Sea of Solitude,2019-07-05,PlayStation 4,69,/game/playstation-4/sea-of-solitude,64.0,https://www.metacritic.com/game/playstation-4/sea-of-solitude,Jo-Mei Games,"['Adventure', '3D', 'Third-Person']"
4671,Daemon X Machina,2019-09-13,Switch,69,/game/switch/daemon-x-machina,72.0,https://www.metacritic.com/game/switch/daemon-x-machina,"First Studio, Marvelous First Studio","['Simulation', 'Vehicle', 'Combat']"
4672,Felix the Reaper,2019-10-17,Xbox One,69,/game/xbox-one/felix-the-reaper,71.0,https://www.metacritic.com/game/xbox-one/felix-the-reaper,Kong Orange,"['Adventure', 'General']"
4673,Layers of Fear 2,2019-05-28,PlayStation 4,68,/game/playstation-4/layers-of-fear-2,62.0,https://www.metacritic.com/game/playstation-4/layers-of-fear-2,Bloober Team,"['Action Adventure', 'Survival']"
4674,Automachef,2019-07-23,Switch,68,/game/switch/automachef,,https://www.metacritic.com/game/switch/automachef,Hermes Interactive,"['Strategy', 'Management', 'Business / Tycoon']"
4675,Wolfenstein: Youngblood,2019-07-26,Xbox One,68,/game/xbox-one/wolfenstein-youngblood,22.0,https://www.metacritic.com/game/xbox-one/wolfenstein-youngblood,MachineGames,"['Action', 'Shooter', 'First-Person', 'Arcade']"
4676,Night Call,2019-07-17,PC,68,/game/pc/night-call,53.0,https://www.metacritic.com/game/pc/night-call,"Raw Fury, BlackMuffin Studio, Monkey Moon","['Adventure', 'General']"
4677,Call of Cthulhu: The Official Video Game,2019-10-08,Switch,68,/game/switch/call-of-cthulhu-the-official-video-game,75.0,https://www.metacritic.com/game/switch/call-of-cthulhu-the-official-video-game,"Cyanide, Saber3D","['Role-Playing', 'General']"
4678,Project Nimbus: Complete Edition,2019-05-16,Switch,68,/game/switch/project-nimbus-complete-edition,,https://www.metacritic.com/game/switch/project-nimbus-complete-edition,GameCrafterTeam,"['Action', 'Shooter', 'Third-Person', 'Arcade']"
4679,The Hong Kong Massacre,2019-01-22,PC,68,/game/pc/the-hong-kong-massacre,53.0,https://www.metacritic.com/game/pc/the-hong-kong-massacre,VRESKI,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
4680,Kill la Kill: IF,2019-07-26,PlayStation 4,68,/game/playstation-4/kill-la-kill-if,64.0,https://www.metacritic.com/game/playstation-4/kill-la-kill-if,"Studio TRIGGER, Aplus","['Action Adventure', 'General', 'Action', 'Fighting', '3D']"
4681,Bubble Bobble 4 Friends,2019-11-19,Switch,68,/game/switch/bubble-bobble-4-friends,66.0,https://www.metacritic.com/game/switch/bubble-bobble-4-friends,ININ Games,"['Action', 'Platformer', '2D']"
4682,Ghostbusters: The Video Game Remastered,2019-10-04,Xbox One,68,/game/xbox-one/ghostbusters-the-video-game-remastered,63.0,https://www.metacritic.com/game/xbox-one/ghostbusters-the-video-game-remastered,Saber Interactive,"['Action', 'General']"
4683,The Wizards: Enhanced Edition,2019-03-12,PlayStation 4,68,/game/playstation-4/the-wizards-enhanced-edition,58.0,https://www.metacritic.com/game/playstation-4/the-wizards-enhanced-edition,Carbon Studio,"['Action', 'Shooter', 'Light Gun']"
4684,Pathway,2019-04-11,PC,68,/game/pc/pathway,64.0,https://www.metacritic.com/game/pc/pathway,Robotality,"['Strategy', 'Turn-Based', 'Tactics']"
4685,American Fugitive,2019-05-24,Xbox One,68,/game/xbox-one/american-fugitive,72.0,https://www.metacritic.com/game/xbox-one/american-fugitive,Fallen Tree Games,"['Action Adventure', 'Sandbox', 'Open-World']"
4686,Rain of Reflections: Chapter 1,2019-10-04,PC,68,/game/pc/rain-of-reflections-chapter-1,78.0,https://www.metacritic.com/game/pc/rain-of-reflections-chapter-1,Lionbite Games,"['Strategy', 'Action Adventure', 'Turn-Based', 'General']"
4687,Effie,2019-06-04,PlayStation 4,68,/game/playstation-4/effie,68.0,https://www.metacritic.com/game/playstation-4/effie,"Factoria Cultural Gestio, S.L.","['Action', 'Platformer', '3D']"
4688,Smoke and Sacrifice,2019-01-15,PlayStation 4,68,/game/playstation-4/smoke-and-sacrifice,56.0,https://www.metacritic.com/game/playstation-4/smoke-and-sacrifice,Solar Sail Games,"['Action Adventure', 'General']"
4689,Deliver Us The Moon,2019-10-10,PC,68,/game/pc/deliver-us-the-moon,80.0,https://www.metacritic.com/game/pc/deliver-us-the-moon,KeokeN Interactive,"['Adventure', 'General']"
4690,The Occupation,2019-03-05,PC,68,/game/pc/the-occupation,38.0,https://www.metacritic.com/game/pc/the-occupation,White Paper Games,"['Adventure', '3D', 'First-Person']"
4691,Close to the Sun,2019-10-29,PlayStation 4,68,/game/playstation-4/close-to-the-sun,51.0,https://www.metacritic.com/game/playstation-4/close-to-the-sun,Storm in a Teacup,"['Adventure', '3D', 'First-Person']"
4692,Dry Drowning,2019-08-02,PC,68,/game/pc/dry-drowning,78.0,https://www.metacritic.com/game/pc/dry-drowning,Studio V,"['Adventure', 'Visual Novel']"
4693,Oninaki,2019-08-22,Switch,68,/game/switch/oninaki,70.0,https://www.metacritic.com/game/switch/oninaki,Tokyo RPG Factory,"['Role-Playing', 'Action RPG', 'Japanese-Style']"
4694,MXGP 2019,2019-08-27,PlayStation 4,68,/game/playstation-4/mxgp-2019,32.0,https://www.metacritic.com/game/playstation-4/mxgp-2019,Milestone S.r.l,"['Racing', 'Arcade', 'Automobile']"
4695,Rad,2019-08-20,Switch,68,/game/switch/rad,68.0,https://www.metacritic.com/game/switch/rad,Double Fine Productions,"['Adventure', 'Action Adventure', 'General']"
4696,Lapis x Labyrinth,2019-05-28,Switch,68,/game/switch/lapis-x-labyrinth,65.0,https://www.metacritic.com/game/switch/lapis-x-labyrinth,Nippon Ichi Software,"['Role-Playing', 'Action RPG']"
4697,Argonus and the Gods of Stone,2019-10-08,PC,68,/game/pc/argonus-and-the-gods-of-stone,,https://www.metacritic.com/game/pc/argonus-and-the-gods-of-stone,Zojoi Studios,"['Action Adventure', 'General']"
4698,Giga Wrecker Alt.,2019-04-12,PlayStation 4,67,/game/playstation-4/giga-wrecker-alt,16.0,https://www.metacritic.com/game/playstation-4/giga-wrecker-alt,Game Freak,"['Action', 'Platformer', '2D']"
4699,MediEvil,2019-10-25,PlayStation 4,67,/game/playstation-4/medievil,81.0,https://www.metacritic.com/game/playstation-4/medievil,"Other Ocean Interactive, Sony Interactive Entertainment","['Action Adventure', 'General']"
4700,Golazo!,2019-09-12,Switch,67,/game/switch/golazo!,44.0,https://www.metacritic.com/game/switch/golazo!,Purple Tree Studio,"['Sports', 'Team', 'Soccer', 'Arcade']"
4701,Crystar,2019-08-27,PlayStation 4,67,/game/playstation-4/crystar,96.0,https://www.metacritic.com/game/playstation-4/crystar,FuRyu,"['Role-Playing', 'General', 'Action RPG']"
4702,The King's Bird,2019-02-12,Switch,67,/game/switch/the-kings-bird,40.0,https://www.metacritic.com/game/switch/the-kings-bird,Serenity Forge,"['Action', 'Platformer', '2D']"
4703,Nelke & the Legendary Alchemists: Ateliers of the New World,2019-03-26,PlayStation 4,67,/game/playstation-4/nelke-the-legendary-alchemists-ateliers-of-the-new-world,35.0,https://www.metacritic.com/game/playstation-4/nelke-the-legendary-alchemists-ateliers-of-the-new-world,Gust,"['Role-Playing', 'General']"
4704,Sniper Ghost Warrior Contracts,2019-11-22,Xbox One,67,/game/xbox-one/sniper-ghost-warrior-contracts,60.0,https://www.metacritic.com/game/xbox-one/sniper-ghost-warrior-contracts,CI Games,"['Action', 'Shooter', 'First-Person', 'Tactical']"
4705,Riverbond,2019-06-09,Xbox One,67,/game/xbox-one/riverbond,57.0,https://www.metacritic.com/game/xbox-one/riverbond,Cococucumber,"['Action', 'General']"
4706,Outward,2019-03-26,PC,67,/game/pc/outward,72.0,https://www.metacritic.com/game/pc/outward,Nine Dots Studio,"['Role-Playing', 'Action Adventure', 'General', 'Survival', 'Open-World']"
4707,The Bradwell Conspiracy,2019-10-08,PlayStation 4,67,/game/playstation-4/the-bradwell-conspiracy,60.0,https://www.metacritic.com/game/playstation-4/the-bradwell-conspiracy,Bossa Studios,"['Adventure', '3D', 'First-Person']"
4708,Total War: Three Kingdoms - Eight Princes,2019-08-08,PC,67,/game/pc/total-war-three-kingdoms---eight-princes,42.0,https://www.metacritic.com/game/pc/total-war-three-kingdoms---eight-princes,Creative Assembly,"['Strategy', 'Real-Time', 'General']"
4709,Rainswept,2019-02-01,PC,67,/game/pc/rainswept,68.0,https://www.metacritic.com/game/pc/rainswept,Frostwood Interactive,"['Adventure', 'General']"
4710,Mini-Mech Mayhem,2019-06-18,PlayStation 4,67,/game/playstation-4/mini-mech-mayhem,55.0,https://www.metacritic.com/game/playstation-4/mini-mech-mayhem,FuturLab,"['Action', 'General']"
4711,Weedcraft Inc,2019-04-11,PC,67,/game/pc/weedcraft-inc,69.0,https://www.metacritic.com/game/pc/weedcraft-inc,Vile Monarch,"['Strategy', 'Management', 'Business / Tycoon']"
4712,Genesis Alpha One,2019-01-29,PC,67,/game/pc/genesis-alpha-one,47.0,https://www.metacritic.com/game/pc/genesis-alpha-one,Radiation Blue,"['Action', 'Shooter', 'First-Person', 'Arcade']"
4713,Shenmue III,2019-11-19,PlayStation 4,67,/game/playstation-4/shenmue-iii,78.0,https://www.metacritic.com/game/playstation-4/shenmue-iii,Ys Net,"['Action Adventure', 'Open-World']"
4714,RAGE 2,2019-05-14,PlayStation 4,67,/game/playstation-4/rage-2,58.0,https://www.metacritic.com/game/playstation-4/rage-2,"id Software, Avalanche Studios","['Action', 'Shooter', 'First-Person', 'Arcade']"
4715,Travis Strikes Again: No More Heroes,2019-01-18,Switch,67,/game/switch/travis-strikes-again-no-more-heroes,79.0,https://www.metacritic.com/game/switch/travis-strikes-again-no-more-heroes,Grasshopper Manufacture,"['Action', ""Beat-'Em-Up"", '3D']"
4716,Blair Witch,2019-08-30,Xbox One,67,/game/xbox-one/blair-witch,66.0,https://www.metacritic.com/game/xbox-one/blair-witch,Bloober Team,"['Action Adventure', 'Survival']"
4717,Double Cross,2019-01-10,Switch,67,/game/switch/double-cross,65.0,https://www.metacritic.com/game/switch/double-cross,13AM Games,"['Action', 'Platformer', '2D']"
4718,Elli,2019-01-10,Switch,67,/game/switch/elli,66.0,https://www.metacritic.com/game/switch/elli,Bandana Kid,"['Action Adventure', 'Linear']"
4719,Redeemer: Enhanced Edition,2019-07-19,PlayStation 4,67,/game/playstation-4/redeemer-enhanced-edition,72.0,https://www.metacritic.com/game/playstation-4/redeemer-enhanced-edition,Sobaka,"['Action Adventure', 'Linear']"
